"coalesce","takedown_success_rate","tkd_per_match","tkd_per_match-2","successful_count","successful_count-2","successful_count-3","single_leg_success_rate","single_leg_success_rate-2"
22266,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
31855,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
31878,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22275,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
22299,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
22305,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
31902,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
22313,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22322,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
22323,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
31936,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
31938,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
31943,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22398,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
31973,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
31987,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22431,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
23347,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
32249,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
23346,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22432,NULL,"1.50",NULL,NULL,NULL,NULL,NULL,NULL
22437,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
32325,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22439,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
32330,NULL,"0.50",NULL,NULL,NULL,NULL,NULL,NULL
22440,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
32478,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22446,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
32490,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
32491,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
32508,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
32529,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
32536,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
22450,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
23335,NULL,"3.00",NULL,NULL,NULL,NULL,NULL,NULL
22508,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
23331,NULL,"0.33",NULL,NULL,NULL,NULL,NULL,NULL
22524,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
22542,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
32618,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
32619,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22567,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
32623,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
32624,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
32626,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
32636,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
32647,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
32656,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
33060,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
23324,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
33697,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22571,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
33962,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22579,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
22593,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
33998,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
34071,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
34083,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
34340,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22599,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22608,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
22612,NULL,"2.50",NULL,NULL,NULL,NULL,NULL,NULL
23312,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
34460,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
34476,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
23309,NULL,"0.50",NULL,NULL,NULL,NULL,NULL,NULL
22615,NULL,"0.75",NULL,NULL,NULL,NULL,NULL,NULL
34664,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
34724,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
34779,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
34901,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22622,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22627,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
34948,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
34957,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22632,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22643,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
22644,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
35023,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22645,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
35041,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
35046,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22648,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
35056,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
22654,NULL,"2.50",NULL,NULL,NULL,NULL,NULL,NULL
35072,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22656,NULL,"3.00",NULL,NULL,NULL,NULL,NULL,NULL
22657,NULL,"4.00",NULL,NULL,NULL,NULL,NULL,NULL
22667,NULL,"0.83",NULL,NULL,NULL,NULL,NULL,NULL
35451,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
35452,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
35455,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22678,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
35485,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
35499,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22680,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
35505,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
35508,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
35513,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22682,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22683,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
22690,NULL,"1.60",NULL,NULL,NULL,NULL,NULL,NULL
22696,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
35589,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
35601,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
35662,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22698,NULL,"0.50",NULL,NULL,NULL,NULL,NULL,NULL
35705,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
35724,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
23245,NULL,"0.50",NULL,NULL,NULL,NULL,NULL,NULL
22699,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
35766,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
35825,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
35888,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
35931,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22700,NULL,"1.50",NULL,NULL,NULL,NULL,NULL,NULL
35948,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
35963,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
35969,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
35971,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22704,NULL,"0.86",NULL,NULL,NULL,NULL,NULL,NULL
35984,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
22708,NULL,"0.50",NULL,NULL,NULL,NULL,NULL,NULL
36226,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
23230,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
36244,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
36252,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
23229,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
36305,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
36307,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
22711,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
36319,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
36329,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
36330,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
36331,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
23227,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
36371,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
36384,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
36563,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
36691,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
22716,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
22717,NULL,"1.60",NULL,NULL,NULL,NULL,NULL,NULL
22759,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
36855,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
36861,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
23082,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
36870,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
23215,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
36894,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
36914,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
23103,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
37116,NULL,"1.00",NULL,NULL,NULL,NULL,NULL,NULL
23129,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
37135,NULL,"2.00",NULL,NULL,NULL,NULL,NULL,NULL
37136,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
23190,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
37138,NULL,"0",NULL,NULL,NULL,NULL,NULL,NULL
23191,NULL,"6.00",NULL,NULL,NULL,NULL,NULL,NULL
26107,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
37135,NULL,NULL,NULL,NULL,NULL,"2",NULL,NULL
26102,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26097,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26078,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26062,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26057,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26055,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26227,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26016,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26015,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26014,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26013,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25998,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25974,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25874,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25739,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26267,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25715,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26270,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25687,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25679,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25678,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25676,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26278,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26279,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25674,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26284,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25670,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25666,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25663,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25660,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25658,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25657,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25656,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26303,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26306,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25647,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25643,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25621,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25586,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25585,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26377,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25570,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25567,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25566,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25562,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25554,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25490,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25058,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25056,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
25050,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26512,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
24914,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
24764,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
24170,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
24167,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
24114,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
24040,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
24038,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
24037,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
24036,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
24032,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26792,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26795,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26796,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
24027,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
24026,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26800,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26801,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
24017,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
24006,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26810,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26811,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23881,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26814,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26869,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26870,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26873,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23873,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26881,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
26882,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23808,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23807,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23804,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23738,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23729,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23728,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23725,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23716,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23709,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23704,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23692,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23678,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23675,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23673,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23670,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23663,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23658,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23629,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23625,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23618,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23617,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23608,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27012,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23606,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23598,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23596,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27023,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23585,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27026,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23559,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27033,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27034,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27035,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23541,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23518,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27038,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27039,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27051,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27057,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27062,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27063,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23514,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23489,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27070,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27071,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27074,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27075,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27076,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23485,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27109,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23478,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23477,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23472,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23470,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27129,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27137,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27138,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23458,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27144,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23421,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23387,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23385,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27163,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23374,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23369,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27205,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23347,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23346,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27208,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27209,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27217,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23335,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27225,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27226,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23331,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27236,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23324,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27239,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23312,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27359,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23309,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23245,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23230,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23229,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23227,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23215,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27445,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23191,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23190,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27464,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23129,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23103,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27484,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27487,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27489,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27490,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
23082,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
22759,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
27505,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
22717,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
22716,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
22711,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
22708,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
22704,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
22700,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
22699,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
22698,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
22696,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
22690,NULL,NULL,"0",NULL,NULL,NULL,NULL,NULL
37135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"1.00"
